1|61.89
2|0.99
3|82.9
4|79.02
5|14.86
6|30.86
7|93.61
8|64.98
9|44.17
10|63.45
11|35.11
12|71.67
13|97.23
14|84.48
15|70.49
16|83.77
17|97.67
18|8.95
19|100.43
20|54.09
21|61.03
22|95.11
23|74.84
24|38.51
25|57.15
26|57.25
27|90.45
28|18.78
29|86.84
30|50.7
31|36.22
32|15.07
33|8.53
34|32.52
35|70.16
36|5.57
37|71.81
38|51.81
39|32.0
40|75.39
41|97.26
42|61.46
43|35.74
44|89.65
45|35.91
46|4.94
47|79.01
48|45.45
49|88.16
50|1.4
51|84.71
52|45.11
53|75.1
54|33.01
55|42.61
56|16.99
57|87.46
58|18.72
59|29.61
60|37.52
61|34.79
62|95.38
63|19.84
64|82.56
65|9.37
66|89.24
67|8.07
68|72.02
69|15.14
70|16.15
71|32.86
72|85.32
73|13.67
74|45.94
75|31.45
76|92.41
77|8.69
78|25.98
79|98.47
80|2.05
81|74.02
82|50.6
83|21.75
84|30.8
85|71.81
86|20.17
87|3.02
88|36.99
89|33.26
90|20.84
91|2.19
92|90.27
93|8.53
94|18.31
95|58.36
96|56.96
97|79.27
98|66.06
99|73.06
100|10.0
101|15.12
102|47.07
103|65.13
104|29.22
105|8.99
106|98.74
107|28.23
108|28.47
109|18.09
110|18.69
111|48.09
112|9.57
113|13.97
114|27.67
115|69.81
116|57.21
117|80.97
118|38.57
119|9.89
120|23.31
121|57.01
122|51.55
123|62.7
124|44.46
125|98.41
126|7.51
127|47.79
128|1.35
129|72.38
130|29.54
131|82.1
132|29.45
133|67.18
134|54.11
135|95.85
136|10.21
137|41.18
138|34.08
139|3.95
140|22.67
141|44.41
142|54.8
143|23.03
144|33.19
145|8.15
146|4.79
147|84.43
148|47.65
149|66.74
150|88.02
151|66.82
152|52.4
153|68.71
154|69.56
155|88.26
156|22.76
157|78.77
158|84.08
159|7.79
160|75.95
161|93.47
162|71.7
163|7.11
164|98.54
165|9.34
166|96.05
167|93.57
168|65.02
169|26.92
170|65.41
171|17.82
172|37.02
173|60.11
174|73.47
175|2.82
176|12.14
177|18.57
178|14.11
179|32.79
180|50.63
181|43.09
182|56.02
183|40.68
184|13.24
185|38.34
186|57.27
187|2.0
188|72.04
189|27.33
190|72.01
191|4.11
192|93.99
193|11.38
194|83.04
195|93.38
196|96.58
197|34.59
198|52.85
199|55.77
200|31.88
201|46.06
202|68.3
203|31.77
204|47.67
205|52.27
206|48.27
207|65.75
208|28.63
209|80.5
210|21.65
211|13.13
212|18.74
213|89.16
214|79.7
215|84.9
216|79.28
217|17.25
218|98.69
219|79.48
220|33.2
221|40.59
222|61.17
223|64.95
224|93.64
225|83.41
226|18.35
227|68.99
228|85.94
229|8.34
230|81.51
231|15.24
232|10.43
233|73.03
234|45.43
235|20.83
236|100.78
237|32.92
238|53.08
239|14.3
240|69.75
241|21.89
242|84.22
243|68.2
244|66.57
245|61.68
246|7.68
247|43.97
248|72.32
249|51.53
250|34.35
251|77.08
252|1.13
253|48.24
254|74.15
255|89.39
256|3.89
257|60.74
258|56.66
259|68.18
260|76.89
261|85.76
262|94.04
263|61.5
264|34.59
265|81.21
266|94.4
267|94.57
268|79.44
269|51.52
270|25.94
271|79.51
272|94.39
273|73.73
274|21.31
275|1.6
276|41.6
277|12.4
278|75.05
279|76.81
280|28.41
281|95.46
282|35.17
283|35.42
284|93.58
285|31.6
286|30.21
287|70.79
288|6.5
289|9.81
290|71.17
291|42.77
292|93.61
293|21.24
294|13.29
295|51.2
296|31.55
297|61.39
298|73.69
299|6.51
300|76.55
301|21.33
302|32.04
303|43.42
304|1.12
305|91.54
306|78.02
307|89.23
308|84.13
309|9.46
310|61.19
311|71.17
312|60.8
313|32.93
314|62.42
315|1.74
316|13.11
317|33.96
318|12.17
319|7.22
320|5.83
321|28.78
322|97.1
323|76.6
324|37.0
325|93.8
326|41.94
327|31.56
328|94.57
329|38.12
330|65.57
331|76.48
332|50.78
333|25.8
334|38.56
335|52.45
336|91.12
337|67.68
338|92.94
339|3.69
340|100.18
341|41.82
342|58.76
343|57.04
344|27.79
345|84.76
346|37.58
347|43.34
348|19.96
349|82.06
350|33.29
351|23.83
352|92.85
353|58.85
354|91.62
355|4.87
356|53.65
357|13.43
358|27.33
359|45.71
360|39.98
361|86.16
362|45.96
363|98.1
364|98.42
365|35.03
