1|79.83
2|42.67
3|26.8
4|6.12
5|94.13
6|23.6
7|75.57
8|27.93
9|81.76
10|46.78
11|72.57
12|52.3
13|52.05
14|97.88
15|3.71
16|54.02
17|12.82
18|47.48
19|9.83
20|19.22
21|11.93
22|67.9
23|12.97
24|89.54
25|26.71
26|93.37
27|81.26
28|43.21
29|81.22
30|97.15
31|23.88
32|15.41
33|66.02
34|26.42
35|14.63
36|16.2
37|14.0
38|33.96
39|97.01
40|99.79
41|30.52
42|4.95
43|10.93
44|67.98
45|14.79
46|56.36
47|20.45
48|43.98
49|89.29
50|57.87
51|78.98
52|35.16
53|34.6
54|0.23
55|27.12
56|56.15
57|10.13
58|29.46
59|19.94
60|5.45
61|89.41
62|86.4
63|23.23
64|2.66
65|42.92
66|58.37
67|37.34
68|34.64
69|61.86
70|8.12
71|37.41
72|68.46
73|95.15
74|42.2
75|13.08
76|23.92
77|33.47
78|39.44
79|83.16
80|11.9
81|81.42
82|42.29
83|96.78
84|98.94
85|94.89
86|96.0
87|47.88
88|28.65
89|64.21
90|68.11
91|68.22
92|29.11
93|87.84
94|8.64
95|82.19
96|91.07
97|52.49
98|5.82
99|18.13
100|59.75
101|24.05
102|64.5
103|34.92
104|22.65
105|11.66
106|23.43
107|89.02
108|67.42
109|46.81
110|52.98
111|67.33
112|26.95
113|19.33
114|28.19
115|41.41
116|46.07
117|44.59
118|72.05
119|29.02
120|58.56
121|34.41
122|90.5
123|83.03
124|19.44
125|31.28
126|55.5
127|9.05
128|60.58
129|15.09
130|17.12
131|19.5
132|59.26
133|76.44
134|44.61
135|41.78
136|22.12
137|44.08
138|10.86
139|66.94
140|51.67
141|82.22
142|93.63
143|91.89
144|16.31
145|13.71
146|56.54
147|87.05
148|66.45
149|33.28
150|14.74
151|2.12
152|57.35
153|5.39
154|7.57
155|91.15
156|67.53
157|77.36
158|47.87
159|15.27
160|34.08
161|35.86
162|94.59
163|54.67
164|30.18
165|93.88
166|86.88
167|43.78
168|68.53
169|98.8
170|31.86
171|2.58
172|1.62
173|77.16
174|20.71
175|37.65
176|43.04
177|69.26
178|50.76
179|19.33
180|57.23
181|17.69
182|29.85
183|87.01
184|56.36
185|8.41
186|29.91
187|13.67
188|22.2
189|96.0
190|98.75
191|28.87
192|51.3
193|24.15
194|48.45
195|10.02
196|68.77
197|69.61
198|87.64
199|74.62
200|67.39
201|37.05
202|42.96
203|9.71
204|77.94
205|88.6
206|19.15
207|59.74
208|64.03
209|4.09
210|78.58
211|53.71
212|99.73
213|81.15
214|21.45
215|8.16
216|76.72
217|41.74
218|28.67
219|76.35
220|51.92
221|82.79
222|82.22
223|10.9
224|28.75
225|9.93
226|73.68
227|59.46
228|26.41
229|31.66
230|71.97
231|28.39
232|91.93
233|96.26
234|100.67
235|57.45
236|48.89
237|9.38
238|68.38
239|5.95
240|98.88
241|61.11
242|24.98
243|45.9
244|15.35
245|50.97
246|49.88
247|9.06
248|87.26
249|82.07
250|6.46
251|29.06
252|9.73
253|83.42
254|96.28
255|73.78
256|27.59
257|54.17
258|7.97
259|73.84
260|90.48
261|55.22
262|52.66
263|79.87
264|54.05
265|99.46
266|20.43
267|3.75
268|46.25
269|88.62
270|100.23
271|31.19
272|89.81
273|28.47
274|47.07
275|14.26
276|39.46
277|6.87
278|98.59
279|71.69
280|82.41
281|5.91
282|61.27
283|58.16
284|2.12
285|2.07
286|28.83
287|94.74
288|19.57
289|72.27
290|98.61
291|42.38
292|34.33
293|84.11
294|99.06
295|94.05
296|66.17
297|76.74
298|44.51
299|94.75
300|41.19
301|41.17
302|73.87
303|13.86
304|78.56
305|49.93
306|53.04
307|50.2
308|82.35
309|3.36
310|42.08
311|28.86
312|35.07
313|98.99
314|49.38
315|6.92
316|55.93
317|23.84
318|22.5
319|30.22
320|50.92
321|44.47
322|73.39
323|89.05
324|95.15
325|39.14
326|8.03
327|49.43
328|7.18
329|75.58
330|11.89
331|93.21
332|4.22
333|69.97
334|35.64
335|68.3
336|60.31
337|43.28
338|54.01
339|36.6
340|95.08
341|85.14
342|9.77
343|78.65
344|71.6
345|74.67
346|52.22
347|83.94
348|75.3
349|18.11
350|44.62
351|35.28
352|11.23
353|31.21
354|1.51
355|85.98
356|32.86
357|38.54
358|58.83
359|48.52
360|89.35
361|81.32
362|15.22
363|88.91
364|70.07
365|72.46
366|86.06
367|65.13
368|57.57
369|18.76
370|40.99
371|60.21
372|38.42
373|99.56
374|50.98
375|5.82
376|31.62
377|92.36
378|45.34
379|83.52
380|17.54
381|68.01
382|47.08
383|75.98
384|95.42
385|91.61
386|56.49
387|63.88
388|96.05
389|10.34
390|85.01
391|32.17
392|24.18
393|28.54
394|76.67
395|10.03
396|6.6
397|68.02
398|46.65
399|46.72
400|80.11
401|87.43
402|41.73
403|32.05
404|43.75
405|10.97
406|1.75
407|92.19
408|36.03
409|69.91
410|59.29
411|3.1
412|51.03
413|80.75
414|35.28
415|42.85
416|70.57
417|96.82
418|88.07
419|39.44
420|92.87
421|14.81
422|42.34
423|2.03
424|84.38
425|20.46
426|3.87
427|48.6
428|76.72
429|3.34
430|23.88
431|35.58
432|95.84
433|84.63
434|93.7
435|99.84
436|81.97
437|21.13
438|49.8
439|32.07
440|56.81
441|96.02
442|48.51
443|55.65
444|27.16
445|96.1
446|33.98
447|72.21
448|44.9
449|46.44
450|87.13
451|20.75
452|47.94
453|49.85
454|69.73
455|27.93
456|74.72
457|39.37
458|61.81
459|65.9
460|8.25
461|72.86
462|75.06
463|58.73
464|89.73
465|79.34
466|2.91
467|61.35
468|26.39
469|84.67
470|1.41
471|53.67
472|70.01
473|54.66
474|55.24
475|81.09
476|41.22
477|16.75
478|50.26
479|62.65
480|25.62
481|85.94
482|46.57
483|28.65
484|76.24
485|72.38
486|55.07
487|68.3
488|93.98
489|70.01
490|37.73
491|16.83
492|56.91
493|31.12
494|76.25
495|58.15
496|36.72
497|94.61
498|15.88
499|86.88
500|24.65
501|18.42
502|46.37
503|25.48
504|38.58
505|31.44
506|76.47
507|75.66
508|100.28
509|8.74
510|42.4
511|80.39
512|92.86
513|16.04
514|28.26
515|7.21
516|45.06
517|18.76
518|5.23
519|87.55
520|2.81
521|8.99
522|2.05
523|58.34
524|72.13
525|17.24
526|82.18
527|9.17
528|62.61
529|18.95
530|81.53
531|28.62
532|54.64
533|22.89
534|22.82
535|81.7
536|63.37
537|37.07
538|26.78
539|90.38
540|87.14
541|28.84
542|82.79
543|85.72
544|61.58
545|20.15
546|34.88
547|47.11
548|39.85
549|9.22
550|6.88
551|65.51
552|86.66
553|80.18
554|84.27
555|71.85
556|62.05
557|57.28
558|1.12
559|36.87
560|12.99
561|25.76
562|17.08
563|39.07
564|98.36
565|96.62
566|81.21
567|30.63
568|55.93
569|16.72
570|8.29
571|58.42
572|28.22
573|32.0
574|26.84
575|43.37
576|45.46
577|66.74
578|65.91
579|94.01
580|26.15
581|72.23
582|93.46
583|18.81
584|24.71
585|54.16
586|24.85
587|69.63
588|63.34
589|89.64
590|50.84
591|23.5
592|12.11
593|86.69
594|75.94
595|86.43
596|4.89
597|51.6
598|57.16
599|73.1
600|1.51
601|68.44
602|72.55
603|8.5
604|58.45
605|93.7
606|72.88
607|40.94
608|27.83
609|32.79
610|90.45
611|65.01
612|27.53
613|57.93
614|14.03
615|11.32
616|52.74
617|63.58
618|51.17
619|22.23
620|100.16
621|77.5
622|28.47
623|37.87
624|38.85
625|86.12
626|6.66
627|69.03
628|52.23
629|28.7
630|27.44
631|19.83
632|30.91
633|60.58
634|89.48
635|77.33
636|85.19
637|18.39
638|35.06
639|99.32
640|18.55
641|15.15
642|10.19
643|69.02
644|73.44
645|50.5
646|93.24
647|77.49
648|30.04
649|12.57
650|41.37
651|64.86
652|54.06
653|24.2
654|78.42
655|37.78
656|83.54
657|43.5
658|30.79
659|34.72
660|19.27
661|12.06
662|82.77
663|3.9
664|73.39
665|42.18
666|8.2
667|27.99
668|55.15
669|61.91
670|4.28
671|96.06
672|31.94
673|54.97
674|26.3
675|19.2
676|79.14
677|88.63
678|2.17
679|29.85
680|6.34
681|3.18
682|84.33
683|16.81
684|29.87
685|91.65
686|55.28
687|93.39
688|17.94
689|18.78
690|94.83
691|87.3
692|48.64
693|47.49
694|89.84
695|95.1
696|36.61
697|66.38
698|27.02
699|64.34
700|21.26
701|42.86
702|14.08
703|75.79
704|39.65
705|39.1
706|2.3
707|47.31
708|5.63
709|78.86
710|21.3
711|76.33
712|83.69
713|39.75
714|53.49
715|94.86
716|17.62
717|8.76
718|89.77
719|3.66
720|58.11
721|33.82
722|45.09
723|16.88
724|10.65
725|55.88
726|57.13
727|24.38
728|61.5
729|98.83
730|59.29
731|46.44
732|6.61
733|60.03
734|8.55
735|64.64
736|44.62
737|29.52
738|32.04
739|20.18
740|25.51
741|10.03
742|5.35
743|42.72
744|84.38
745|52.35
746|67.85
747|31.71
748|64.43
749|95.8
750|51.58
751|3.74
752|36.32
753|90.8
754|91.64
755|100.34
756|69.19
757|47.62
758|5.86
759|86.2
760|94.19
761|33.1
762|95.34
763|9.93
764|68.35
765|7.81
766|3.21
767|89.65
768|43.95
769|68.71
770|6.53
771|59.08
772|88.93
773|72.67
774|50.26
775|79.04
776|19.84
777|8.13
778|54.78
779|91.31
780|33.44
781|75.86
782|23.32
783|90.39
784|56.97
785|80.6
786|70.18
787|26.69
788|53.63
789|44.97
790|24.87
791|65.02
792|50.9
793|16.08
794|69.36
795|72.48
796|69.58
797|89.56
798|57.98
799|92.14
800|94.81
801|2.07
802|74.88
803|49.13
804|88.47
805|67.4
806|61.02
807|81.99
808|48.57
809|30.82
810|22.03
811|82.35
812|73.7
813|89.22
814|56.4
815|31.36
816|68.47
817|4.25
818|11.96
819|9.51
820|14.74
821|88.52
822|45.56
823|48.62
824|75.86
825|51.37
826|27.34
827|62.13
828|37.27
829|37.07
830|34.02
831|48.14
832|79.34
833|91.33
834|13.22
835|61.71
836|26.03
837|31.37
838|13.65
839|2.32
840|48.01
841|11.02
842|22.54
843|74.62
844|84.06
845|11.74
846|42.96
847|82.82
848|30.19
849|87.3
850|5.7
851|2.34
852|94.57
853|57.55
854|5.77
855|36.55
856|18.19
857|21.72
858|91.92
859|23.76
860|33.15
861|24.92
862|71.67
863|73.82
864|73.58
865|28.97
866|93.59
867|60.87
868|81.81
869|43.59
870|20.02
871|74.23
872|79.45
873|27.71
874|12.4
875|15.43
876|81.14
877|68.34
878|78.78
879|3.76
880|73.32
881|93.23
882|68.49
883|14.09
884|96.37
885|88.47
886|11.67
887|66.54
888|94.86
889|3.42
890|24.36
891|33.47
892|18.66
893|82.93
894|39.34
