1|20150302T223544+0100|2a4b6b81-5aa2-4ad8-8ba9-ae1a006e7d71|531|5
1|20150302T224008+0100|bdc2a431-797d-4b07-9567-67c565a67b84|55|3
1|20150302T224214+0100|72a2876c-bc8b-4f35-8882-8d661fac2606|39|8
2|20150302T225357+0100|29366c83-eae9-42d3-a8af-f15339830dc5|10|6
2|20150302T230721+0100|8e588f2f-d19e-436c-952f-1cdd9f0b12b0|773|2
2|20150302T231647+0100|bdc2a431-797d-4b07-9567-67c565a67b84|759|1
3|20150302T232938+0100|bf0999da-ae45-49df-983e-89020198330b|789|6
3|20150302T234000+0100|6af0502b-ce7a-4a6f-b5d3-516d09514095|520|5
3|20150302T234640+0100|29366c83-eae9-42d3-a8af-f15339830dc5|733|3
3|20150302T235351+0100|dd43720c-be43-41b6-bc4a-ac4beabd0d9b|985|9
3|20150303T000050+0100|bf0999da-ae45-49df-983e-89020198330b|307|1
3|20150303T001547+0100|6af0502b-ce7a-4a6f-b5d3-516d09514095|563|7
4|20150303T001635+0100|af068240-8198-4b79-9cf9-c28c0db65f63|733|8
4|20150303T001723+0100|72a2876c-bc8b-4f35-8882-8d661fac2606|54|1
4|20150303T001944+0100|af068240-8198-4b79-9cf9-c28c0db65f63|3|3
4|20150303T002931+0100|bdc2a431-797d-4b07-9567-67c565a67b84|124|8
4|20150303T003551+0100|6af0502b-ce7a-4a6f-b5d3-516d09514095|562|1
5|20150303T004132+0100|8e588f2f-d19e-436c-952f-1cdd9f0b12b0|266|3
6|20150303T005731+0100|2a4b6b81-5aa2-4ad8-8ba9-ae1a006e7d71|617|0
6|20150303T010831+0100|29366c83-eae9-42d3-a8af-f15339830dc5|617|3
6|20150303T012443+0100|e3d54d00-18be-45e1-b648-41147638bafe|244|8
6|20150303T014022+0100|29366c83-eae9-42d3-a8af-f15339830dc5|298|7
6|20150303T014820+0100|bf0999da-ae45-49df-983e-89020198330b|971|4
6|20150303T015217+0100|bdc2a431-797d-4b07-9567-67c565a67b84|10|0
6|20150303T015812+0100|2a4b6b81-5aa2-4ad8-8ba9-ae1a006e7d71|800|5
6|20150303T020349+0100|29366c83-eae9-42d3-a8af-f15339830dc5|62|6
6|20150303T020757+0100|29366c83-eae9-42d3-a8af-f15339830dc5|58|1
7|20150303T021957+0100|e3d54d00-18be-45e1-b648-41147638bafe|546|1
7|20150303T022627+0100|8e588f2f-d19e-436c-952f-1cdd9f0b12b0|987|7
7|20150303T023054+0100|8e588f2f-d19e-436c-952f-1cdd9f0b12b0|97|2
7|20150303T023631+0100|dd43720c-be43-41b6-bc4a-ac4beabd0d9b|268|7
7|20150303T023801+0100|29366c83-eae9-42d3-a8af-f15339830dc5|949|8
7|20150303T025004+0100|72a2876c-bc8b-4f35-8882-8d661fac2606|615|9
7|20150303T025809+0100|bdc2a431-797d-4b07-9567-67c565a67b84|450|9
7|20150303T030131+0100|d4bfbabf-0160-4e87-8688-78e0943a396a|378|8
8|20150303T030614+0100|29366c83-eae9-42d3-a8af-f15339830dc5|646|9
9|20150303T031254+0100|29366c83-eae9-42d3-a8af-f15339830dc5|594|7
9|20150303T031418+0100|6af0502b-ce7a-4a6f-b5d3-516d09514095|686|6
9|20150303T033029+0100|8e588f2f-d19e-436c-952f-1cdd9f0b12b0|185|4
9|20150303T033805+0100|d4bfbabf-0160-4e87-8688-78e0943a396a|387|5
9|20150303T035231+0100|72a2876c-bc8b-4f35-8882-8d661fac2606|209|2
10|20150303T040016+0100|bdc2a431-797d-4b07-9567-67c565a67b84|254|7
10|20150303T041239+0100|6af0502b-ce7a-4a6f-b5d3-516d09514095|997|0
10|20150303T041854+0100|d4bfbabf-0160-4e87-8688-78e0943a396a|39|0
10|20150303T042818+0100|8e588f2f-d19e-436c-952f-1cdd9f0b12b0|637|4
10|20150303T043039+0100|8e588f2f-d19e-436c-952f-1cdd9f0b12b0|918|2
10|20150303T044631+0100|2a4b6b81-5aa2-4ad8-8ba9-ae1a006e7d71|882|0
10|20150303T050254+0100|8e588f2f-d19e-436c-952f-1cdd9f0b12b0|371|5
10|20150303T051919+0100|10f2f3e6-f728-41f3-b079-43b0aa758292|929|4
11|20150303T052807+0100|e3d54d00-18be-45e1-b648-41147638bafe|306|0
11|20150303T053839+0100|e3d54d00-18be-45e1-b648-41147638bafe|55|1
11|20150303T054239+0100|29366c83-eae9-42d3-a8af-f15339830dc5|985|1
11|20150303T054607+0100|af068240-8198-4b79-9cf9-c28c0db65f63|329|8
12|20150303T060215+0100|6af0502b-ce7a-4a6f-b5d3-516d09514095|688|5
13|20150303T061813+0100|10f2f3e6-f728-41f3-b079-43b0aa758292|556|1
13|20150303T062654+0100|dd43720c-be43-41b6-bc4a-ac4beabd0d9b|465|0
13|20150303T063035+0100|af068240-8198-4b79-9cf9-c28c0db65f63|972|1
13|20150303T064048+0100|29366c83-eae9-42d3-a8af-f15339830dc5|865|7
13|20150303T064306+0100|2a4b6b81-5aa2-4ad8-8ba9-ae1a006e7d71|865|3
13|20150303T064454+0100|e3d54d00-18be-45e1-b648-41147638bafe|804|6
13|20150303T065539+0100|2a4b6b81-5aa2-4ad8-8ba9-ae1a006e7d71|926|4
14|20150303T065928+0100|bdc2a431-797d-4b07-9567-67c565a67b84|804|2
14|20150303T070827+0100|10f2f3e6-f728-41f3-b079-43b0aa758292|81|7
15|20150303T071609+0100|e3d54d00-18be-45e1-b648-41147638bafe|485|6
15|20150303T072443+0100|72a2876c-bc8b-4f35-8882-8d661fac2606|246|7
15|20150303T072543+0100|e3d54d00-18be-45e1-b648-41147638bafe|854|0
15|20150303T074025+0100|bdc2a431-797d-4b07-9567-67c565a67b84|159|7
15|20150303T075416+0100|e3d54d00-18be-45e1-b648-41147638bafe|513|8
15|20150303T075906+0100|d4bfbabf-0160-4e87-8688-78e0943a396a|193|4
15|20150303T080419+0100|bdc2a431-797d-4b07-9567-67c565a67b84|991|9
15|20150303T081850+0100|bf0999da-ae45-49df-983e-89020198330b|433|0
16|20150303T082419+0100|dd43720c-be43-41b6-bc4a-ac4beabd0d9b|476|8
16|20150303T083426+0100|bdc2a431-797d-4b07-9567-67c565a67b84|662|9
16|20150303T084642+0100|af068240-8198-4b79-9cf9-c28c0db65f63|369|9
16|20150303T085822+0100|72a2876c-bc8b-4f35-8882-8d661fac2606|819|7
17|20150303T090409+0100|29366c83-eae9-42d3-a8af-f15339830dc5|550|6
17|20150303T090416+0100|8e588f2f-d19e-436c-952f-1cdd9f0b12b0|708|1
17|20150303T091157+0100|29366c83-eae9-42d3-a8af-f15339830dc5|549|8
17|20150303T092618+0100|af068240-8198-4b79-9cf9-c28c0db65f63|649|1
17|20150303T093457+0100|af068240-8198-4b79-9cf9-c28c0db65f63|576|7
17|20150303T094115+0100|29366c83-eae9-42d3-a8af-f15339830dc5|413|5
17|20150303T095434+0100|af068240-8198-4b79-9cf9-c28c0db65f63|24|3
18|20150303T100942+0100|72a2876c-bc8b-4f35-8882-8d661fac2606|166|3
18|20150303T102444+0100|e3d54d00-18be-45e1-b648-41147638bafe|826|5
18|20150303T103927+0100|8e588f2f-d19e-436c-952f-1cdd9f0b12b0|746|7
18|20150303T105145+0100|bdc2a431-797d-4b07-9567-67c565a67b84|984|5
19|20150303T110341+0100|bdc2a431-797d-4b07-9567-67c565a67b84|831|8
19|20150303T111517+0100|29366c83-eae9-42d3-a8af-f15339830dc5|899|7
19|20150303T111552+0100|8e588f2f-d19e-436c-952f-1cdd9f0b12b0|351|8
19|20150303T112527+0100|d4bfbabf-0160-4e87-8688-78e0943a396a|536|6
19|20150303T113851+0100|af068240-8198-4b79-9cf9-c28c0db65f63|250|5
19|20150303T115031+0100|e3d54d00-18be-45e1-b648-41147638bafe|909|3
19|20150303T115621+0100|8e588f2f-d19e-436c-952f-1cdd9f0b12b0|36|8
20|20150303T120214+0100|bf0999da-ae45-49df-983e-89020198330b|783|6
21|20150303T120417+0100|bdc2a431-797d-4b07-9567-67c565a67b84|802|5
22|20150303T120450+0100|29366c83-eae9-42d3-a8af-f15339830dc5|124|9
22|20150303T120903+0100|dd43720c-be43-41b6-bc4a-ac4beabd0d9b|911|9
22|20150303T121639+0100|6af0502b-ce7a-4a6f-b5d3-516d09514095|905|6
22|20150303T122919+0100|dd43720c-be43-41b6-bc4a-ac4beabd0d9b|942|0
22|20150303T123810+0100|dd43720c-be43-41b6-bc4a-ac4beabd0d9b|295|5
22|20150303T124844+0100|af068240-8198-4b79-9cf9-c28c0db65f63|866|6
23|20150303T125642+0100|2a4b6b81-5aa2-4ad8-8ba9-ae1a006e7d71|123|0
23|20150303T130441+0100|e3d54d00-18be-45e1-b648-41147638bafe|597|7
23|20150303T131514+0100|af068240-8198-4b79-9cf9-c28c0db65f63|857|7
24|20150303T132754+0100|dd43720c-be43-41b6-bc4a-ac4beabd0d9b|351|3
24|20150303T132828+0100|bdc2a431-797d-4b07-9567-67c565a67b84|172|9
24|20150303T133237+0100|af068240-8198-4b79-9cf9-c28c0db65f63|992|8
24|20150303T133438+0100|2a4b6b81-5aa2-4ad8-8ba9-ae1a006e7d71|962|0
24|20150303T133712+0100|d4bfbabf-0160-4e87-8688-78e0943a396a|299|8
24|20150303T134047+0100|af068240-8198-4b79-9cf9-c28c0db65f63|177|0
24|20150303T135718+0100|bdc2a431-797d-4b07-9567-67c565a67b84|5|1
24|20150303T135846+0100|dd43720c-be43-41b6-bc4a-ac4beabd0d9b|365|3
25|20150303T140454+0100|6af0502b-ce7a-4a6f-b5d3-516d09514095|721|8
26|20150303T141853+0100|bf0999da-ae45-49df-983e-89020198330b|818|7
26|20150303T142913+0100|8e588f2f-d19e-436c-952f-1cdd9f0b12b0|838|7
26|20150303T144013+0100|bdc2a431-797d-4b07-9567-67c565a67b84|760|6
26|20150303T144440+0100|10f2f3e6-f728-41f3-b079-43b0aa758292|948|7
27|20150303T144551+0100|bdc2a431-797d-4b07-9567-67c565a67b84|756|4
27|20150303T150205+0100|10f2f3e6-f728-41f3-b079-43b0aa758292|570|9
27|20150303T151016+0100|e3d54d00-18be-45e1-b648-41147638bafe|763|1
27|20150303T151956+0100|72a2876c-bc8b-4f35-8882-8d661fac2606|719|0
27|20150303T152044+0100|2a4b6b81-5aa2-4ad8-8ba9-ae1a006e7d71|211|6
27|20150303T153207+0100|bf0999da-ae45-49df-983e-89020198330b|732|9
27|20150303T153526+0100|d4bfbabf-0160-4e87-8688-78e0943a396a|313|5
28|20150303T154535+0100|2a4b6b81-5aa2-4ad8-8ba9-ae1a006e7d71|638|5
28|20150303T154857+0100|dd43720c-be43-41b6-bc4a-ac4beabd0d9b|759|6
28|20150303T160308+0100|bdc2a431-797d-4b07-9567-67c565a67b84|727|4
28|20150303T161050+0100|d4bfbabf-0160-4e87-8688-78e0943a396a|396|8
28|20150303T161126+0100|6af0502b-ce7a-4a6f-b5d3-516d09514095|731|2
29|20150303T162306+0100|6af0502b-ce7a-4a6f-b5d3-516d09514095|16|2
29|20150303T162654+0100|d4bfbabf-0160-4e87-8688-78e0943a396a|104|1
29|20150303T163201+0100|10f2f3e6-f728-41f3-b079-43b0aa758292|557|1
29|20150303T163204+0100|af068240-8198-4b79-9cf9-c28c0db65f63|171|3
29|20150303T163221+0100|72a2876c-bc8b-4f35-8882-8d661fac2606|102|5
29|20150303T163420+0100|8e588f2f-d19e-436c-952f-1cdd9f0b12b0|300|4
30|20150303T163509+0100|af068240-8198-4b79-9cf9-c28c0db65f63|498|3
30|20150303T163622+0100|d4bfbabf-0160-4e87-8688-78e0943a396a|122|4
30|20150303T165121+0100|8e588f2f-d19e-436c-952f-1cdd9f0b12b0|102|1
30|20150303T165935+0100|6af0502b-ce7a-4a6f-b5d3-516d09514095|917|7
31|20150303T171403+0100|72a2876c-bc8b-4f35-8882-8d661fac2606|258|9
31|20150303T171846+0100|bf0999da-ae45-49df-983e-89020198330b|570|4
32|20150303T172419+0100|29366c83-eae9-42d3-a8af-f15339830dc5|267|6
33|20150303T172650+0100|10f2f3e6-f728-41f3-b079-43b0aa758292|916|8
33|20150303T174316+0100|10f2f3e6-f728-41f3-b079-43b0aa758292|25|7
33|20150303T174430+0100|bdc2a431-797d-4b07-9567-67c565a67b84|673|4
34|20150303T175329+0100|d4bfbabf-0160-4e87-8688-78e0943a396a|754|2
34|20150303T180642+0100|d4bfbabf-0160-4e87-8688-78e0943a396a|253|2
34|20150303T180942+0100|72a2876c-bc8b-4f35-8882-8d661fac2606|484|0
34|20150303T181220+0100|af068240-8198-4b79-9cf9-c28c0db65f63|229|5
34|20150303T182402+0100|bdc2a431-797d-4b07-9567-67c565a67b84|427|2
35|20150303T183640+0100|dd43720c-be43-41b6-bc4a-ac4beabd0d9b|253|7
36|20150303T183832+0100|dd43720c-be43-41b6-bc4a-ac4beabd0d9b|996|2
36|20150303T185343+0100|dd43720c-be43-41b6-bc4a-ac4beabd0d9b|838|4
36|20150303T190159+0100|af068240-8198-4b79-9cf9-c28c0db65f63|934|6
36|20150303T191206+0100|29366c83-eae9-42d3-a8af-f15339830dc5|767|0
36|20150303T191336+0100|10f2f3e6-f728-41f3-b079-43b0aa758292|983|7
36|20150303T192244+0100|af068240-8198-4b79-9cf9-c28c0db65f63|356|3
36|20150303T192622+0100|d4bfbabf-0160-4e87-8688-78e0943a396a|288|2
36|20150303T193625+0100|bf0999da-ae45-49df-983e-89020198330b|58|5
37|20150303T195043+0100|72a2876c-bc8b-4f35-8882-8d661fac2606|28|0
37|20150303T200241+0100|2a4b6b81-5aa2-4ad8-8ba9-ae1a006e7d71|75|2
37|20150303T201027+0100|bf0999da-ae45-49df-983e-89020198330b|159|0
38|20150303T202704+0100|dd43720c-be43-41b6-bc4a-ac4beabd0d9b|909|3
39|20150303T202738+0100|72a2876c-bc8b-4f35-8882-8d661fac2606|544|6
39|20150303T203946+0100|bdc2a431-797d-4b07-9567-67c565a67b84|380|2
39|20150303T204416+0100|af068240-8198-4b79-9cf9-c28c0db65f63|531|6
39|20150303T210032+0100|e3d54d00-18be-45e1-b648-41147638bafe|358|1
39|20150303T210431+0100|8e588f2f-d19e-436c-952f-1cdd9f0b12b0|234|7
39|20150303T211355+0100|e3d54d00-18be-45e1-b648-41147638bafe|291|1
40|20150303T211500+0100|10f2f3e6-f728-41f3-b079-43b0aa758292|315|2
40|20150303T212140+0100|e3d54d00-18be-45e1-b648-41147638bafe|606|9
40|20150303T212653+0100|d4bfbabf-0160-4e87-8688-78e0943a396a|912|9
40|20150303T213333+0100|af068240-8198-4b79-9cf9-c28c0db65f63|622|0
40|20150303T214715+0100|72a2876c-bc8b-4f35-8882-8d661fac2606|929|0
40|20150303T215234+0100|dd43720c-be43-41b6-bc4a-ac4beabd0d9b|714|7
41|20150303T215434+0100|dd43720c-be43-41b6-bc4a-ac4beabd0d9b|637|9
41|20150303T220420+0100|bf0999da-ae45-49df-983e-89020198330b|840|7
41|20150303T221150+0100|29366c83-eae9-42d3-a8af-f15339830dc5|202|6
41|20150303T222133+0100|d4bfbabf-0160-4e87-8688-78e0943a396a|663|3
41|20150303T222342+0100|72a2876c-bc8b-4f35-8882-8d661fac2606|968|7
41|20150303T223024+0100|10f2f3e6-f728-41f3-b079-43b0aa758292|910|2
41|20150303T224610+0100|d4bfbabf-0160-4e87-8688-78e0943a396a|394|4
42|20150303T230005+0100|8e588f2f-d19e-436c-952f-1cdd9f0b12b0|667|8
43|20150303T230153+0100|d4bfbabf-0160-4e87-8688-78e0943a396a|684|9
43|20150303T231437+0100|8e588f2f-d19e-436c-952f-1cdd9f0b12b0|711|6
44|20150303T232538+0100|72a2876c-bc8b-4f35-8882-8d661fac2606|254|5
44|20150303T233033+0100|d4bfbabf-0160-4e87-8688-78e0943a396a|360|0
44|20150303T233306+0100|8e588f2f-d19e-436c-952f-1cdd9f0b12b0|529|6
45|20150303T233615+0100|10f2f3e6-f728-41f3-b079-43b0aa758292|170|3
45|20150303T234942+0100|bdc2a431-797d-4b07-9567-67c565a67b84|452|6
45|20150304T000527+0100|e3d54d00-18be-45e1-b648-41147638bafe|962|3
45|20150304T001704+0100|29366c83-eae9-42d3-a8af-f15339830dc5|14|3
46|20150304T003039+0100|6af0502b-ce7a-4a6f-b5d3-516d09514095|777|8
46|20150304T004216+0100|10f2f3e6-f728-41f3-b079-43b0aa758292|379|7
46|20150304T004601+0100|2a4b6b81-5aa2-4ad8-8ba9-ae1a006e7d71|766|4
46|20150304T004953+0100|bdc2a431-797d-4b07-9567-67c565a67b84|149|9
47|20150304T010010+0100|10f2f3e6-f728-41f3-b079-43b0aa758292|605|2
47|20150304T010918+0100|e3d54d00-18be-45e1-b648-41147638bafe|624|0
48|20150304T011755+0100|e3d54d00-18be-45e1-b648-41147638bafe|236|0
48|20150304T011955+0100|2a4b6b81-5aa2-4ad8-8ba9-ae1a006e7d71|857|7
48|20150304T012347+0100|bf0999da-ae45-49df-983e-89020198330b|984|9
48|20150304T013537+0100|10f2f3e6-f728-41f3-b079-43b0aa758292|419|7
48|20150304T013614+0100|29366c83-eae9-42d3-a8af-f15339830dc5|787|5
49|20150304T014743+0100|e3d54d00-18be-45e1-b648-41147638bafe|731|0
50|20150304T020145+0100|e3d54d00-18be-45e1-b648-41147638bafe|57|2
50|20150304T021704+0100|bf0999da-ae45-49df-983e-89020198330b|199|4
50|20150304T023032+0100|dd43720c-be43-41b6-bc4a-ac4beabd0d9b|224|0
50|20150304T024209+0100|6af0502b-ce7a-4a6f-b5d3-516d09514095|867|8
51|20150304T025509+0100|8e588f2f-d19e-436c-952f-1cdd9f0b12b0|398|7
51|20150304T025821+0100|bdc2a431-797d-4b07-9567-67c565a67b84|511|0
51|20150304T031346+0100|af068240-8198-4b79-9cf9-c28c0db65f63|650|8
51|20150304T031457+0100|6af0502b-ce7a-4a6f-b5d3-516d09514095|718|2
51|20150304T032637+0100|e3d54d00-18be-45e1-b648-41147638bafe|552|3
52|20150304T032713+0100|6af0502b-ce7a-4a6f-b5d3-516d09514095|22|1
52|20150304T033637+0100|e3d54d00-18be-45e1-b648-41147638bafe|796|9
52|20150304T034839+0100|2a4b6b81-5aa2-4ad8-8ba9-ae1a006e7d71|315|0
52|20150304T035932+0100|10f2f3e6-f728-41f3-b079-43b0aa758292|234|9
52|20150304T041127+0100|2a4b6b81-5aa2-4ad8-8ba9-ae1a006e7d71|410|1
52|20150304T042048+0100|d4bfbabf-0160-4e87-8688-78e0943a396a|347|1
52|20150304T042300+0100|d4bfbabf-0160-4e87-8688-78e0943a396a|740|8
53|20150304T042515+0100|6af0502b-ce7a-4a6f-b5d3-516d09514095|782|7
53|20150304T044148+0100|10f2f3e6-f728-41f3-b079-43b0aa758292|201|1
54|20150304T044821+0100|af068240-8198-4b79-9cf9-c28c0db65f63|575|5
54|20150304T045635+0100|29366c83-eae9-42d3-a8af-f15339830dc5|623|6
54|20150304T050611+0100|2a4b6b81-5aa2-4ad8-8ba9-ae1a006e7d71|999|1
55|20150304T050841+0100|72a2876c-bc8b-4f35-8882-8d661fac2606|600|1
55|20150304T051405+0100|d4bfbabf-0160-4e87-8688-78e0943a396a|916|6
55|20150304T051529+0100|d4bfbabf-0160-4e87-8688-78e0943a396a|214|7
55|20150304T052924+0100|e3d54d00-18be-45e1-b648-41147638bafe|936|8
55|20150304T053958+0100|af068240-8198-4b79-9cf9-c28c0db65f63|559|3
55|20150304T054220+0100|2a4b6b81-5aa2-4ad8-8ba9-ae1a006e7d71|223|4
55|20150304T055629+0100|10f2f3e6-f728-41f3-b079-43b0aa758292|138|4
55|20150304T060330+0100|29366c83-eae9-42d3-a8af-f15339830dc5|231|8
55|20150304T061053+0100|8e588f2f-d19e-436c-952f-1cdd9f0b12b0|391|2
56|20150304T061735+0100|bdc2a431-797d-4b07-9567-67c565a67b84|723|6
56|20150304T063303+0100|af068240-8198-4b79-9cf9-c28c0db65f63|961|9
56|20150304T063806+0100|bf0999da-ae45-49df-983e-89020198330b|74|9
56|20150304T065343+0100|10f2f3e6-f728-41f3-b079-43b0aa758292|881|8
56|20150304T070936+0100|6af0502b-ce7a-4a6f-b5d3-516d09514095|690|3
57|20150304T071643+0100|29366c83-eae9-42d3-a8af-f15339830dc5|191|9
57|20150304T072910+0100|10f2f3e6-f728-41f3-b079-43b0aa758292|357|7
57|20150304T073802+0100|6af0502b-ce7a-4a6f-b5d3-516d09514095|851|1
58|20150304T074131+0100|bdc2a431-797d-4b07-9567-67c565a67b84|298|2
58|20150304T075203+0100|af068240-8198-4b79-9cf9-c28c0db65f63|355|2
58|20150304T080813+0100|29366c83-eae9-42d3-a8af-f15339830dc5|913|9
58|20150304T081529+0100|10f2f3e6-f728-41f3-b079-43b0aa758292|541|3
58|20150304T083001+0100|2a4b6b81-5aa2-4ad8-8ba9-ae1a006e7d71|734|6
58|20150304T084048+0100|10f2f3e6-f728-41f3-b079-43b0aa758292|328|6
58|20150304T084818+0100|29366c83-eae9-42d3-a8af-f15339830dc5|306|3
58|20150304T085035+0100|dd43720c-be43-41b6-bc4a-ac4beabd0d9b|849|6
59|20150304T085640+0100|72a2876c-bc8b-4f35-8882-8d661fac2606|201|9
59|20150304T090721+0100|d4bfbabf-0160-4e87-8688-78e0943a396a|645|6
59|20150304T092111+0100|8e588f2f-d19e-436c-952f-1cdd9f0b12b0|448|0
59|20150304T092128+0100|d4bfbabf-0160-4e87-8688-78e0943a396a|27|3
59|20150304T093134+0100|29366c83-eae9-42d3-a8af-f15339830dc5|635|2
59|20150304T093247+0100|6af0502b-ce7a-4a6f-b5d3-516d09514095|42|4
59|20150304T094807+0100|af068240-8198-4b79-9cf9-c28c0db65f63|4|1
60|20150304T095603+0100|8e588f2f-d19e-436c-952f-1cdd9f0b12b0|657|3
61|20150304T100210+0100|29366c83-eae9-42d3-a8af-f15339830dc5|109|5
61|20150304T101214+0100|d4bfbabf-0160-4e87-8688-78e0943a396a|971|1
61|20150304T101658+0100|29366c83-eae9-42d3-a8af-f15339830dc5|732|0
61|20150304T101939+0100|bdc2a431-797d-4b07-9567-67c565a67b84|934|2
62|20150304T102938+0100|af068240-8198-4b79-9cf9-c28c0db65f63|854|1
62|20150304T104510+0100|bf0999da-ae45-49df-983e-89020198330b|686|3
62|20150304T105654+0100|6af0502b-ce7a-4a6f-b5d3-516d09514095|667|8
62|20150304T110111+0100|10f2f3e6-f728-41f3-b079-43b0aa758292|463|1
62|20150304T110724+0100|6af0502b-ce7a-4a6f-b5d3-516d09514095|637|2
62|20150304T111413+0100|dd43720c-be43-41b6-bc4a-ac4beabd0d9b|13|3
62|20150304T112845+0100|72a2876c-bc8b-4f35-8882-8d661fac2606|165|5
62|20150304T113353+0100|10f2f3e6-f728-41f3-b079-43b0aa758292|741|3
62|20150304T114819+0100|e3d54d00-18be-45e1-b648-41147638bafe|695|1
63|20150304T115425+0100|72a2876c-bc8b-4f35-8882-8d661fac2606|129|4
63|20150304T120401+0100|72a2876c-bc8b-4f35-8882-8d661fac2606|62|7
